ID,SMILES,Clinical_Filtered Abnormal Hepatic Fun _IC50,Clinical_Filtered Cholecystiti_IC50,Clinical_Filtered Cholelitiasi_IC50,Clinical_Filtered Cholestasi_IC50,Clinical_Filtered cholestatic Jaundice_IC50,Clinical_Filtered Hepatic Failure_IC50,Clinical_Filtered Hepatic necrosi_IC50,Clinical_Filtered Hepatic Steatosi_IC50,Clinical_Filtered Hepatiti_IC50,Clinical_Filtered HepatoBiliary disorder_IC50,Clinical_Filtered HepatoCellular injury_IC50,Clinical_Filtered Hepatomegaly_IC50,Clinical_Filtered Hepatotoxicity_IC50,Clinical_Filtered Hyperbilirubinemia_IC50,Clinical_Filtered Jaundice_IC50,Clinical_Filtered Liver Injury_IC50
537,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,,,,,,,,,100.0,,,,,,,
538,Clc1cccc(Cl)c1NC1=NCCN1,,,,,,,,,52.0,,,,,,,
539,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)c1ccccc1,,,,,,,,,75.0,,,,,,75.0,
540,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,,,,,,,,5.0,,,,,,5.0,
541,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C([O-])=N1.[Na+],,,,,,,,,4.0,,,,,,,
542,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O,,,,,,,,,400.0,,,,,400.0,400.0,
543,CNCCCN1c2ccccc2CCc2ccccc21.Cl,,,,,,,,,200.0,,,,,,200.0,
544,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,,,,,,,,,360.0,,360.0,,,480.0,,360.0
545,COC(=O)/C=C/C(=O)OC,,,,,,,,,240.0,,,,,,,720.0
546,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,,,,,,,,,30.0,,,,,,,
547,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,,,,,,,,,8.0,,,,,,8.0,
548,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,,,,,,,,,150.0,,,400.0,,200.0,150.0,
549,NC(=O)OCC(COC(N)=O)c1ccccc1,,,,,,,,,3600.0,,,,,,,
550,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.[Ca+2],,,,,,,,,1600.0,,,,,,1600.0,
551,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,,,,,,,,,8.0,,,,,,,
552,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,,,,,,,,,300.0,,,,,,,
553,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],,,,,,,,,30.0,,,,,,,
554,CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+],,,,,,,,,40.0,,,40.0,,,,
555,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-].[Na+],,,,,,,,,12.0,,,,,,,
556,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,,,,,,,400.0,,,,400.0,,,
557,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,,,,,,,,,7.0,,,,,,,
558,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,,,,,,,,,1.0,,,,1.0,,,
559,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,,,,,,,,,100.0,,100.0,,,,100.0,
560,Cc1cccc(Nc2ccccc2C(=O)O)c1C,,,,,,,,,4.0,,,,4.0,,4.0,
561,Cn1cc[nH]c1=S,,,,,,,,,15.0,,,,,,15.0,
562,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl,,,,,,,,,900.0,,,,,,900.0,
563,CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12.[Na+],,,,,,,,,14.0,,,,14.0,,,
564,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,,,,,,,,,1250.0,,,30.0,,,1250.0,
565,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,,,,,,,,4.0,,,,,,360.0,
566,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl,,,,,,,,,4.0,,,,,,,
567,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,,,,,,,,,1200.0,,,,1200.0,1200.0,1200.0,
568,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N.Cl,,,,,,,,,1.0,1.0,,,,1.0,1.0,
569,Nc1ccc(C(=O)[O-])c(O)c1.[Na+],,,,,,,,,15000.0,,,15000.0,,,15000.0,
570,CCC1(C)OC(=O)N(C)C1=O,,,,,,,,,4.0,,,,,,,
571,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,,,,,,,,,40.0,,,,,,,
572,O=C1c2ccccc2C(=O)C1c1ccccc1,,,,,,,,,500.0,,,4.0,,,100.0,
573,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,,,,,,,,,100.0,,,,,,15.0,
574,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,,,,,,,,,6000.0,,,,,,,
575,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,,,,,4.0,,,,,4.0,,
576,Nc1ccc(C(=O)[O-])c(O)c1.[K+],,,,,,,,,12000.0,,,12000.0,,,,
577,CC(C)NCC(O)COc1cccc2ccccc12.Cl,,,,,,,,,3.0,3.0,,,,,,
578,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,,,,,,,,600.0,,600.0,600.0,,16.0,600.0,
579,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,,,,,,,,,20.0,,,25.0,,,,
580,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,,,,,,,,,100.0,,,,,,,
581,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,,,,,,,,,960.0,,,,960.0,,,960.0
582,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,,,,,,,,,150.0,,,,,,6000.0,
583,Nc1ccc(S(=O)([O-])=Nc2ncccn2)cc1.[Na+],,,,,,,,,0.0,,,,,,0.0,
584,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,,,,,,,,,95000.0,,,,,,95000.0,
585,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,,,,,,,,,3000.0,,,,,,,
586,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,,,,,,,,,2000.0,,,,,,,
587,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,,,,,,,,,4000.0,,,,,,4000.0,
588,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C.OCCNCCO,,,,,,,,,4.0,,,,,,,
589,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O.Cl,,,,,,,,,10.0,10.0,,,,,,
590,CC(C)OC(=O)[C@H](C)N[P@@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O,,,,,,,,,25.0,,,,,,,
591,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,,,,,,,,400.0,,,,,,,
592,Cc1cccc(C)c1NC(=O)C(C)N.Cl,,,,,,,,,800.0,,,,,,,
593,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,,,,,,,,,60.0,,,,,,60.0,
594,CN1C(=O)OC(C)(C)C1=O,,,,,,,,,600.0,,,,,,1000.0,
595,CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,,,,,,,,,4.0,,,,,,,
596,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,,,,,,,,9.0,,,,,9.0,
597,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21.Cl,,,,,,,,,,28.0,,,28.0,28.0,,
598,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.OCCN1CCCC1,,,,,,,,,,180.0,,,,,,
599,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],,,,,,,,,,50.0,,,,,,
600,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,,,,,,,,,,12.0,,,,,,
601,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,,,,,,,,,,6000.0,6000.0,,6000.0,,,
602,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1.Cl,,,,,,,,,,10.0,,,,,,
603,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)NC(C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.O=P(O)(O)O,,,,,,,,,,200.0,,,,,,
604,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,,,,,,,,,,40.0,,,,,,
605,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,,,,,,,,,,100.0,,,,,,
606,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,,,,,200.0,,,,,,
607,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl,,,,,,,,,,34.0,,,,,,
608,Cl.N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5cc(C(N)=O)oc5c4)CC3)c2c1,,,,,,,,,,40.0,,,,,,
609,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl,,,,,,,,,,,600.0,,600.0,28.0,,600.0
610,OC(O)C(Cl)(Cl)Cl,,,,,,,,,,,0.0,,,,,
611,Cl[Cr](Cl)Cl,,,,,,,,,,,0.0,,,,,
612,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,,,,,,,,,,,1000.0,,,,8000.0,
613,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,,,,,,,,,,,25.0,,25.0,25.0,,
614,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)[O-])C[C@@H]21.[Na+],,,,,,,,,,,48000000.0,,,,48000000.0,
615,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.CC(=O)O,,,,,,,,,,,600.0,,,,,
616,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,,,,,,,,,,,2000.0,,,,2000.0,
617,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],,,,,,,,,,,10.0,,,,,10.0
618,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,,,,,,,,,,,0.0,,,,,
619,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,,,,,,,,,,,400.0,,,,,
620,CCO,,,,,,,,,,,,300000.0,,,,
621,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,,,,,,,,,,,,5.0,,,,
622,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,,,,,,,,,,,,10.0,,,,
623,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,,,,,,,,,,,,20.0,,,,
624,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl,,,,,,,,,,,,0.0,,,,
625,NCC1(CC(=O)O)CCCCC1,,,,,,,,,,,,1800.0,,,1800.0,
626,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.O=S(=O)(O)O,,,,,,,,,,,,3.0,,,,
627,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,,,,,,,,,,,,10.0,,,,
628,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,,,,,,1200.0,,,,
629,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,,,,,,,,,,,36.0,,,,
630,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,,,,,,,,,,,,600.0,,,,
631,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,,,,,,,,,,,,4.0,,,,
632,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,,,,,,,,60.0,,,,
633,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,,,,,,,,,,,,200.0,,200.0,200.0,
634,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O,,,,,,,,,,,,1000.0,,,,
635,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,,,,,,,,,,,,200.0,,,
636,CC(=O)Nc1ccc(O)cc1,,,,,,,,,,,,,4.0,,,8.0
637,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O.O=S(=O)(O)O,,,,,,,,,,,,,7.0,,,
638,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,,,,,,,,,,,,,2000.0,,,
639,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,,,,,,,,,,,,,2.0,,50.0,
640,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,,,,,,,,,,,,600.0,2400.0,,
641,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1.O=C(O)/C=C\C(=O)O,,,,,,,,,,,,,20.0,,,10.0
642,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,,,,,,,,,,,,,80.0,,,
643,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,,,,,,,,,,,,,4.0,,,
644,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,,,,,,,,,,,,,4.0,,,
645,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.[Na+],,,,,,,,,,,,,50.0,,,
646,Br.CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,,,,,,,,,,,,348.0,,,
647,O=C(O)/C=C/C(=O)O.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,,,,,,,,,,,,,28.0,,,
648,CCC(C)CCCCC(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H](C(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC1=O)[C@@H](C)O.[Na+],,,,,,,,,,,,,250.0,,,
649,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,,,,,,,,,,,,,12.0,,,
650,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,,,,,,,,,,,,,40.0,,,
651,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl,,,,,,,,,,,,,400.0,,,
652,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,,,,,,,,,,,,,250.0,,,
653,NNC(=O)c1ccncc1,,,,,,,,,,,,,300.0,,,
654,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,,,,,,,,,,,,,28.0,,,
655,Cl.N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,,,,,,,,,,,,,15.0,,,
656,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[Br-],,,,,,,,,,,,,12.0,,,
657,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl,,,,,,,,,,,,,40.0,,40.0,
658,CCOc1cc2ncc(C#N)c(Nc3ccc(Cc4ccccn4)c(Cl)c3)c2cc1NC(O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O,,,,,,,,,,,,,240.0,,,
659,[N]=O,,,,,,,,,,,,,20.0,20.0,5.0,
660,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,,,,,,,,,,,,,5.0,,,
661,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,,,,,,,,160.0,,,
662,O.O[Si](O)(O)O.[Na+].[O-][Zr]([O-])(O)(O)(O)O,,,,,,,,,,,,,5000.0,,,
663,Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1.O=P(O)(O)O,,,,,,,,,,,,,800.0,,,
664,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,,,,,,,,,,,,,20.0,,,
665,Nc1ccncc1N,,,,,,,,,,,,,,175.0,175.0,
666,Nc1ccncc1N.O=P(O)(O)O,,,,,,,,,,,,,,175.0,175.0,
667,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,,,,,,,,,,,,,,4.0,4.0,
668,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,,,,,,,,,,,,,,300.0,,
669,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O,,,,,,,,,,,,,,100.0,,
670,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+],,,,,,,,,,,,,,4000000.0,,
671,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,,,,,,,,,,,,,,25.0,,
672,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.O=P(O)(O)O,,,,,,,,,,,,,,100.0,2700.0,
673,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,,,,,,,,,,,,,,370.0,,
674,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O,,,,,,,,,,,,,,150.0,150.0,150.0
675,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,,,,,,,,,,,,,,6.0,48.0,
676,CN(C)CC/C=C1/c2ccccc2COc2ccccc21.Cl,,,,,,,,,,,,,,6.0,6.0,
677,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,,,,,,,,,,,,,,150.0,,
678,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12.Cl,,,,,,,,,,,,,,12.0,,
679,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)CN1CCN2CCN(CC(=O)O)CC(=O)O[Gd](OC(=O)C2)OC(=O)C1,,,,,,,,,,,,,,2000000.0,,
680,CC(C)Cc1ccc(C(C)C(=O)O)cc1.NCCCC[C@H](N)C(=O)O,,,,,,,,,,,,,,5.0,5.0,
681,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,,,,,,,,,,,,,,8.0,8.0,
682,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,,,,,,,,,,,,,,2.0,,
683,Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].[Na+],,,,,,,,,,,,,,0.0,,
684,CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O.[Na+],,,,,,,,,,,,,,10.0,,
685,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,,,,,,,,10.0,10.0,
686,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,,,,,,,,,,,,100.0,50.0,
